
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
DataValue, 2.0100000000000002, 2, 6.400000000000001E-13, 4.0262000000000005E-06, 1.2054399999999998, 4.0262000000000005E-06, 6.400000000000001E-13, 
DataValue, 2.04, 2, 1.7E-13, 4.1151000000000006E-06, 1.21152, 4.1151000000000006E-06, 1.7E-13, 
DataValue, 2.07, 2, -2.4000000000000004E-13, 4.2089000000000005E-06, 1.22128, 4.2089000000000005E-06, 2.4000000000000004E-13, 
DataValue, 2.1, 2, 2.3000000000000003E-13, 4.3010000000000008E-06, 1.2302, 4.3010000000000008E-06, 2.3000000000000003E-13, 
DataValue, 2.13, 2, -5.5000000000000008E-13, 4.3875000000000008E-06, 1.23892, 4.3875000000000008E-06, 5.5000000000000008E-13, 
DataValue, 2.16, 2, 7.6000000000000009E-13, 4.4867000000000006E-06, 1.2478, 4.4867000000000006E-06, 7.6000000000000009E-13, 
DataValue, 2.19, 2, 7.3E-13, 4.6028E-06, 1.25688, 4.6028E-06, 7.3E-13, 
DataValue, 2.22, 2, -1.1100000000000001E-12, 4.6899000000000006E-06, 1.2687199999999999, 4.6899000000000006E-06, 1.1100000000000001E-12, 
DataValue, 2.25, 2, 1.1000000000000001E-13, 4.8198000000000008E-06, 1.2773999999999999, 4.8198000000000008E-06, 1.1000000000000001E-13, 
DataValue, 2.2800000000000002, 2, 5.6E-13, 4.8993000000000007E-06, 1.2909199999999999, 4.8993000000000007E-06, 5.6E-13, 
DataValue, 2.31, 2, 4.1E-13, 5.0385E-06, 1.3000399999999999, 5.0385E-06, 4.1E-13, 
DataValue, 2.34, 2, 2.5E-13, 5.1161000000000009E-06, 1.31552, 5.1161000000000009E-06, 2.5E-13, 
DataValue, 2.37, 2, 1.02E-12, 5.2107000000000008E-06, 1.327, 5.2107000000000008E-06, 1.02E-12, 
DataValue, 2.4, 2, 5.6E-13, 5.3542E-06, 1.3397599999999998, 5.3542E-06, 5.6E-13, 
DataValue, 2.43, 2, 9.000000000000001E-13, 5.4919000000000007E-06, 1.34704, 5.4919000000000007E-06, 9.000000000000001E-13, 
DataValue, 2.46, 2, 8E-13, 5.6101000000000007E-06, 1.3594, 5.6101000000000007E-06, 8E-13, 
DataValue, 2.49, 2, 9.1000000000000016E-13, 5.7026E-06, 1.37336, 5.7026E-06, 9.1000000000000016E-13, 
DataValue, 2.52, 2, -2.6E-13, 5.8646000000000006E-06, 1.3832, 5.8646000000000006E-06, 2.6E-13, 
DataValue, 2.5500000000000003, 2, 8.300000000000001E-13, 5.9831E-06, 1.3988399999999999, 5.9831E-06, 8.300000000000001E-13, 
DataValue, 2.58, 2, 3.0000000000000005E-14, 6.0858E-06, 1.41088, 6.0858E-06, 3.0000000000000005E-14, 
DataValue, 2.61, 2, 3.0000000000000005E-14, 6.2582000000000005E-06, 1.42, 6.2582000000000005E-06, 3.0000000000000005E-14, 
DataValue, 2.64, 2, -1.8000000000000002E-13, 6.3850000000000007E-06, 1.43532, 6.3850000000000007E-06, 1.8000000000000002E-13, 
DataValue, 2.67, 2, 6.6E-13, 6.5096E-06, 1.4459199999999999, 6.5096E-06, 6.6E-13, 
DataValue, 2.7, 2, 1.2000000000000002E-13, 6.6931E-06, 1.45896, 6.6931E-06, 1.2000000000000002E-13, 
DataValue, 2.73, 2, 3.3E-13, 6.8213000000000011E-06, 1.4714399999999999, 6.8213000000000011E-06, 3.3E-13, 
DataValue, 2.7600000000000002, 2, 1.6000000000000003E-13, 6.9469E-06, 1.4823199999999999, 6.9469E-06, 1.6000000000000003E-13, 
DataValue, 2.79, 2, 6.0000000000000009E-14, 7.085500000000001E-06, 1.4962799999999998, 7.085500000000001E-06, 6.0000000000000009E-14, 
DataValue, 2.82, 2, 2.7E-13, 7.2538000000000008E-06, 1.50856, 7.2538000000000008E-06, 2.7E-13, 
DataValue, 2.85, 2, 2.6E-13, 7.400300000000001E-06, 1.51788, 7.400300000000001E-06, 2.6E-13, 
DataValue, 2.88, 2, 5.4E-13, 7.5129000000000005E-06, 1.53124, 7.5129000000000005E-06, 5.4E-13, 
DataValue, 2.91, 2, 8.9E-13, 7.663000000000001E-06, 1.5433999999999999, 7.663000000000001E-06, 8.9E-13, 
DataValue, 2.94, 2, 3.3E-13, 7.8186E-06, 1.55368, 7.8186E-06, 3.3E-13, 
DataValue, 2.97, 2, 7.3E-13, 7.9322E-06, 1.5655599999999998, 7.9322E-06, 7.3E-13, 
DataValue, 3, 2, 6.7000000000000007E-13, 8.141E-06, 1.5741999999999998, 8.141E-06, 6.7000000000000007E-13, 
DataValue, 3, 2, 1.8000000000000002E-13, 8.1364E-06, 1.5742399999999999, 8.1364E-06, 1.8000000000000002E-13, 
DataValue, 2.97, 2, 1.0000000000000002E-14, 7.9530000000000016E-06, 1.56376, 7.9530000000000016E-06, 1.0000000000000002E-14, 
DataValue, 2.94, 2, 5.8000000000000005E-13, 7.7693E-06, 1.5502399999999998, 7.7693E-06, 5.8000000000000005E-13, 
DataValue, 2.91, 2, 6.5000000000000006E-13, 7.6034000000000008E-06, 1.53792, 7.6034000000000008E-06, 6.5000000000000006E-13, 
DataValue, 2.88, 2, -2.3000000000000003E-13, 7.4087000000000007E-06, 1.52632, 7.4087000000000007E-06, 2.3000000000000003E-13, 
DataValue, 2.85, 2, -3.6000000000000003E-13, 7.2534000000000007E-06, 1.51308, 7.2534000000000007E-06, 3.6000000000000003E-13, 
DataValue, 2.82, 2, 6.0000000000000007E-13, 7.082400000000001E-06, 1.50108, 7.082400000000001E-06, 6.0000000000000007E-13, 
DataValue, 2.79, 2, -1E-13, 6.9332000000000008E-06, 1.4889999999999999, 6.9332000000000008E-06, 1E-13, 
DataValue, 2.7600000000000002, 2, 1.3E-13, 6.7792000000000011E-06, 1.4749999999999999, 6.7792000000000011E-06, 1.3E-13, 
DataValue, 2.73, 2, 3.0000000000000003E-13, 6.630800000000001E-06, 1.46128, 6.630800000000001E-06, 3.0000000000000003E-13, 
DataValue, 2.7, 2, 3.1000000000000004E-13, 6.4751000000000009E-06, 1.44884, 6.4751000000000009E-06, 3.1000000000000004E-13, 
DataValue, 2.67, 2, -1E-13, 6.3536000000000005E-06, 1.4363599999999999, 6.3536000000000005E-06, 1E-13, 
DataValue, 2.64, 2, 2.7E-13, 6.1991000000000005E-06, 1.42336, 6.1991000000000005E-06, 2.7E-13, 
DataValue, 2.61, 2, 7.100000000000001E-13, 6.0389000000000007E-06, 1.41044, 6.0389000000000007E-06, 7.100000000000001E-13, 
DataValue, 2.58, 2, -1.7E-13, 5.917E-06, 1.39668, 5.917E-06, 1.7E-13, 
DataValue, 2.5500000000000003, 2, 6.6E-13, 5.796800000000001E-06, 1.38524, 5.796800000000001E-06, 6.6E-13, 
DataValue, 2.52, 2, 1E-13, 5.6502000000000006E-06, 1.3733199999999999, 5.6502000000000006E-06, 1E-13, 
DataValue, 2.49, 2, -6.0000000000000007E-13, 5.534500000000001E-06, 1.36192, 5.534500000000001E-06, 6.0000000000000007E-13, 
DataValue, 2.46, 2, -1.4E-13, 5.3945000000000006E-06, 1.34904, 5.3945000000000006E-06, 1.4E-13, 
DataValue, 2.43, 2, -3.7000000000000004E-13, 5.2708000000000004E-06, 1.33788, 5.2708000000000004E-06, 3.7000000000000004E-13, 
DataValue, 2.4, 2, 3.6000000000000003E-13, 5.139E-06, 1.32664, 5.139E-06, 3.6000000000000003E-13, 
DataValue, 2.37, 2, -3.7000000000000004E-13, 5.0229000000000006E-06, 1.31428, 5.0229000000000006E-06, 3.7000000000000004E-13, 
DataValue, 2.34, 2, 2.3000000000000003E-13, 4.8999E-06, 1.3046, 4.8999E-06, 2.3000000000000003E-13, 
DataValue, 2.31, 2, -1.7E-13, 4.7879E-06, 1.29328, 4.7879E-06, 1.7E-13, 
DataValue, 2.2800000000000002, 2, -2.7E-13, 4.6603E-06, 1.2827199999999999, 4.6603E-06, 2.7E-13, 
DataValue, 2.25, 2, 5.6E-13, 4.5607E-06, 1.27212, 4.5607E-06, 5.6E-13, 
DataValue, 2.22, 2, -3.6000000000000003E-13, 4.4733000000000009E-06, 1.2627199999999998, 4.4733000000000009E-06, 3.6000000000000003E-13, 
DataValue, 2.19, 2, -7.6000000000000009E-13, 4.3631000000000006E-06, 1.25416, 4.3631000000000006E-06, 7.6000000000000009E-13, 
DataValue, 2.16, 2, 3.0000000000000003E-13, 4.2777000000000006E-06, 1.24624, 4.2777000000000006E-06, 3.0000000000000003E-13, 
DataValue, 2.13, 2, 4.3000000000000004E-13, 4.1849E-06, 1.23596, 4.1849E-06, 4.3000000000000004E-13, 
DataValue, 2.1, 2, -9.000000000000001E-13, 4.0784000000000006E-06, 1.23036, 4.0784000000000006E-06, 9.000000000000001E-13, 
DataValue, 2.07, 2, 2E-13, 3.9868000000000005E-06, 1.22148, 3.9868000000000005E-06, 2E-13, 
DataValue, 2.04, 2, 3.8000000000000005E-13, 3.9024E-06, 1.21136, 3.9024E-06, 3.8000000000000005E-13, 
DataValue, 2.0100000000000002, 2, -3.2000000000000005E-13, 3.8090000000000003E-06, 1.20296, 3.8090000000000003E-06, 3.2000000000000005E-13, 
DataValue, 1.98, 2, -1.6000000000000003E-13, 3.7224000000000006E-06, 1.20052, 3.7224000000000006E-06, 1.6000000000000003E-13, 
DataValue, 1.95, 2, -9.7000000000000011E-13, 3.6410000000000004E-06, 1.19484, 3.6410000000000004E-06, 9.7000000000000011E-13, 
DataValue, 1.92, 2, -1.1600000000000001E-12, 3.5518000000000005E-06, 1.1918, 3.5518000000000005E-06, 1.1600000000000001E-12, 
DataValue, 1.8900000000000001, 2, -4.5000000000000005E-13, 3.4785000000000002E-06, 1.18716, 3.4785000000000002E-06, 4.5000000000000005E-13, 
DataValue, 1.86, 2, 3.8000000000000005E-13, 3.3940000000000005E-06, 1.1867999999999999, 3.3940000000000005E-06, 3.8000000000000005E-13, 
DataValue, 1.83, 2, -3.8000000000000005E-13, 3.3456E-06, 1.17824, 3.3456E-06, 3.8000000000000005E-13, 
DataValue, 1.8, 2, -1.1000000000000001E-13, 3.2616000000000002E-06, 1.17896, 3.2616000000000002E-06, 1.1000000000000001E-13, 
DataValue, 1.77, 2, -4.9E-13, 3.2052000000000002E-06, 1.17612, 3.2052000000000002E-06, 4.9E-13, 
DataValue, 1.74, 2, -1.37E-12, 3.1201000000000004E-06, 1.1762, 3.1201000000000004E-06, 1.37E-12, 
DataValue, 1.71, 2, -7E-13, 3.0717E-06, 1.1768399999999999, 3.0717E-06, 7E-13, 
DataValue, 1.68, 2, -2.47E-12, 3.0031E-06, 1.17712, 3.0031E-06, 2.47E-12, 
DataValue, 1.6500000000000001, 2, 1.9E-12, 2.9822000000000004E-06, 1.17536, 2.9822000000000004E-06, 1.9E-12, 
DataValue, 1.62, 2, 6.0000000000000007E-13, 2.9200000000000004E-06, 1.17756, 2.9200000000000004E-06, 6.0000000000000007E-13, 
DataValue, 1.59, 2, 2.49E-12, 2.8703000000000003E-06, 1.18296, 2.8703000000000003E-06, 2.49E-12, 
DataValue, 1.56, 2, -2E-13, 2.8281E-06, 1.18776, 2.8281E-06, 2E-13, 
DataValue, 1.53, 2, 6.2000000000000008E-13, 2.7529000000000004E-06, 1.1962, 2.7529000000000004E-06, 6.2000000000000008E-13, 
DataValue, 1.5, 2, 8.9E-13, 2.7549E-06, 1.2066, 2.7549E-06, 8.9E-13, 
DataValue, 1.47, 2, 2.5E-13, 2.6875E-06, 1.2205599999999999, 2.6875E-06, 2.5E-13, 
DataValue, 1.44, 2, -1.78E-12, 2.6575000000000004E-06, 1.24156, 2.6575000000000004E-06, 1.78E-12, 
DataValue, 1.41, 2, -1.1900000000000002E-12, 2.6233000000000004E-06, 1.2538799999999999, 2.6233000000000004E-06, 1.1900000000000002E-12, 
DataValue, 1.3800000000000001, 2, 2.08E-12, 2.6145E-06, 1.27332, 2.6145E-06, 2.08E-12, 
DataValue, 1.35, 2, -1.21E-12, 2.6215000000000002E-06, 1.293, 2.6215000000000002E-06, 1.21E-12, 
DataValue, 1.32, 2, 1.69E-12, 2.5511000000000004E-06, 1.3448799999999999, 2.5511000000000004E-06, 1.69E-12, 
DataValue, 1.29, 2, -7.8000000000000011E-13, 2.5558E-06, 1.35208, 2.5558E-06, 7.8000000000000011E-13, 
DataValue, 1.26, 2, -1.27E-12, 2.5394E-06, 1.3906399999999999, 2.5394E-06, 1.27E-12, 
DataValue, 1.23, 2, -1.26E-12, 2.5302000000000004E-06, 1.42708, 2.5302000000000004E-06, 1.26E-12, 
DataValue, 1.2, 2, -2.67E-12, 2.5261000000000003E-06, 1.4596, 2.5261000000000003E-06, 2.67E-12, 
DataValue, 1.17, 2, 3.1E-12, 2.5241E-06, 1.50236, 2.5241E-06, 3.1E-12, 
DataValue, 1.1400000000000001, 2, -2.1200000000000003E-12, 2.5259000000000002E-06, 1.5355999999999999, 2.5259000000000002E-06, 2.1200000000000003E-12, 
DataValue, 1.11, 2, 6.7000000000000007E-13, 2.5423E-06, 1.56128, 2.5423E-06, 6.7000000000000007E-13, 
DataValue, 1.08, 2, -9.5E-13, 2.5189E-06, 1.58848, 2.5189E-06, 9.5E-13, 
DataValue, 1.05, 2, -3.6000000000000003E-13, 2.4896000000000003E-06, 1.60696, 2.4896000000000003E-06, 3.6000000000000003E-13, 
DataValue, 1.02, 2, -3.9000000000000005E-13, 2.4492E-06, 1.6335199999999999, 2.4492E-06, 3.9000000000000005E-13, 
DataValue, 0.99, 2, 5.3000000000000006E-13, 2.4762E-06, 1.6403599999999998, 2.4762E-06, 5.3000000000000006E-13, 
DataValue, 0.96, 2, -4.1E-13, 2.4437000000000004E-06, 1.65444, 2.4437000000000004E-06, 4.1E-13, 
DataValue, 0.93, 2, -4.2000000000000003E-13, 2.4142E-06, 1.6612799999999999, 2.4142E-06, 4.2000000000000003E-13, 
DataValue, 0.9, 2, -9.9E-13, 2.4010000000000004E-06, 1.66888, 2.4010000000000004E-06, 9.9E-13, 
DataValue, 0.87, 2, 6.9000000000000009E-13, 2.3781E-06, 1.6792799999999999, 2.3781E-06, 6.9000000000000009E-13, 
DataValue, 0.84, 2, 8.8000000000000009E-13, 2.3457000000000003E-06, 1.68352, 2.3457000000000003E-06, 8.8000000000000009E-13, 
DataValue, 0.81, 2, -3.8000000000000005E-13, 2.3124E-06, 1.68804, 2.3124E-06, 3.8000000000000005E-13, 
DataValue, 0.78, 2, -1.2000000000000002E-13, 2.3032000000000002E-06, 1.6947999999999999, 2.3032000000000002E-06, 1.2000000000000002E-13, 
DataValue, 0.75, 2, -4.6000000000000006E-13, 2.2606000000000004E-06, 1.6976, 2.2606000000000004E-06, 4.6000000000000006E-13, 
DataValue, 0.72, 2, 5.5000000000000008E-13, 2.2749E-06, 1.7018, 2.2749E-06, 5.5000000000000008E-13, 
DataValue, 0.69000000000000006, 2, -6.0000000000000009E-14, 2.2501000000000003E-06, 1.7054399999999998, 2.2501000000000003E-06, 6.0000000000000009E-14, 
DataValue, 0.66, 2, -6.400000000000001E-13, 2.1941000000000003E-06, 1.71532, 2.1941000000000003E-06, 6.400000000000001E-13, 
DataValue, 0.63, 2, -2.0000000000000003E-14, 2.2302000000000003E-06, 1.7116799999999999, 2.2302000000000003E-06, 2.0000000000000003E-14, 
DataValue, 0.6, 2, 4.6000000000000006E-13, 2.2132000000000003E-06, 1.7140799999999998, 2.2132000000000003E-06, 4.6000000000000006E-13, 
DataValue, 0.57000000000000006, 2, -1.4E-13, 2.1936E-06, 1.7156799999999999, 2.1936E-06, 1.4E-13, 
DataValue, 0.54, 2, -1.6000000000000003E-13, 2.2069000000000004E-06, 1.7171999999999998, 2.2069000000000004E-06, 1.6000000000000003E-13, 
DataValue, 0.51, 2, -2.2000000000000002E-13, 2.1731000000000004E-06, 1.7198399999999998, 2.1731000000000004E-06, 2.2000000000000002E-13, 
DataValue, 0.48, 2, -2.6E-13, 2.1632000000000003E-06, 1.72152, 2.1632000000000003E-06, 2.6E-13, 
DataValue, 0.45, 2, -1.4E-13, 2.1634000000000003E-06, 1.72336, 2.1634000000000003E-06, 1.4E-13, 
DataValue, 0.42, 2, 3.1000000000000004E-13, 2.1718E-06, 1.72264, 2.1718E-06, 3.1000000000000004E-13, 
DataValue, 0.39, 2, -1.5000000000000002E-13, 2.1807E-06, 1.7225199999999998, 2.1807E-06, 1.5000000000000002E-13, 
DataValue, 0.36, 2, 2.1000000000000001E-13, 2.1822E-06, 1.7241199999999999, 2.1822E-06, 2.1000000000000001E-13, 
DataValue, 0.33, 2, -2.9000000000000003E-13, 2.2063000000000004E-06, 1.72104, 2.2063000000000004E-06, 2.9000000000000003E-13, 
DataValue, 0.3, 2, -3.1000000000000004E-13, 2.2076000000000003E-06, 1.71824, 2.2076000000000003E-06, 3.1000000000000004E-13, 
DataValue, 0.27, 2, -3.0000000000000003E-13, 2.2391000000000003E-06, 1.71956, 2.2391000000000003E-06, 3.0000000000000003E-13, 
DataValue, 0.24, 2, -1.3E-13, 2.2696000000000003E-06, 1.71484, 2.2696000000000003E-06, 1.3E-13, 
DataValue, 0.21, 2, 7E-14, 2.2772000000000004E-06, 1.7147999999999999, 2.2772000000000004E-06, 7E-14, 
DataValue, 0.18, 2, -2.2000000000000002E-13, 2.2925E-06, 1.71404, 2.2925E-06, 2.2000000000000002E-13, 
DataValue, 0.15, 2, -5.6E-13, 2.3389E-06, 1.70936, 2.3389E-06, 5.6E-13, 
DataValue, 0.12, 2, 5E-14, 2.3552000000000003E-06, 1.7069999999999999, 2.3552000000000003E-06, 5E-14, 
DataValue, 0.09, 2, -2.5E-13, 2.3918E-06, 1.7043599999999999, 2.3918E-06, 2.5E-13, 
DataValue, 0.06, 2, -8.300000000000001E-13, 2.386E-06, 1.70704, 2.386E-06, 8.300000000000001E-13, 
DataValue, 0.03, 2, -8.5000000000000011E-13, 2.4038E-06, 1.704, 2.4038E-06, 8.5000000000000011E-13, 
DataValue, 0, 2, 3.8000000000000005E-13, 2.4037000000000004E-06, 1.70316, 2.4037000000000004E-06, 3.8000000000000005E-13, 
DataValue, 0, 3, -2.3000000000000003E-13, 4.5414E-06, 2.5416000000000003, 4.5414E-06, 2.3000000000000003E-13, 
DataValue, 0.03, 3, -4.0000000000000006E-14, 4.4910000000000007E-06, 2.5436, 4.4910000000000007E-06, 4.0000000000000006E-14, 
DataValue, 0.06, 3, 2.4000000000000004E-13, 4.4499E-06, 2.5468, 4.4499E-06, 2.4000000000000004E-13, 
DataValue, 0.09, 3, 2.4000000000000004E-13, 4.3822E-06, 2.5512, 4.3822E-06, 2.4000000000000004E-13, 
DataValue, 0.12, 3, 3.4E-13, 4.3450000000000008E-06, 2.5524, 4.3450000000000008E-06, 3.4E-13, 
DataValue, 0.15, 3, 6.3E-13, 4.3129000000000007E-06, 2.5544000000000002, 4.3129000000000007E-06, 6.3E-13, 
DataValue, 0.18, 3, -1.12E-12, 4.2706E-06, 2.5564, 4.2706E-06, 1.12E-12, 
DataValue, 0.21, 3, -4.4000000000000004E-13, 4.2475E-06, 2.5576000000000003, 4.2475E-06, 4.4000000000000004E-13, 
DataValue, 0.24, 3, 5.6E-13, 4.2192E-06, 2.5592, 4.2192E-06, 5.6E-13, 
DataValue, 0.27, 3, 3.1000000000000004E-13, 4.1874000000000008E-06, 2.56, 4.1874000000000008E-06, 3.1000000000000004E-13, 
DataValue, 0.3, 3, -2.0000000000000003E-14, 4.1591000000000005E-06, 2.5620000000000003, 4.1591000000000005E-06, 2.0000000000000003E-14, 
DataValue, 0.33, 3, -8.5000000000000011E-13, 4.1419E-06, 2.5620000000000003, 4.1419E-06, 8.5000000000000011E-13, 
DataValue, 0.36, 3, -1.1000000000000001E-13, 4.1099E-06, 2.564, 4.1099E-06, 1.1000000000000001E-13, 
DataValue, 0.39, 3, 9.000000000000001E-13, 4.0572000000000007E-06, 2.5672, 4.0572000000000007E-06, 9.000000000000001E-13, 
DataValue, 0.42, 3, 1.3300000000000002E-12, 4.0119000000000005E-06, 2.5704000000000002, 4.0119000000000005E-06, 1.3300000000000002E-12, 
DataValue, 0.45, 3, 1.3E-13, 3.9486000000000006E-06, 2.5756, 3.9486000000000006E-06, 1.3E-13, 
DataValue, 0.48, 3, 4.5000000000000005E-13, 3.8641E-06, 2.5816000000000003, 3.8641E-06, 4.5000000000000005E-13, 
DataValue, 0.51, 3, -2.0000000000000003E-14, 3.8058000000000005E-06, 2.584, 3.8058000000000005E-06, 2.0000000000000003E-14, 
DataValue, 0.54, 3, 5.1E-13, 3.7293000000000004E-06, 2.5896000000000003, 3.7293000000000004E-06, 5.1E-13, 
DataValue, 0.57000000000000006, 3, 5.1E-13, 3.7065000000000004E-06, 2.5924, 3.7065000000000004E-06, 5.1E-13, 
DataValue, 0.6, 3, 1.9000000000000002E-13, 3.6480000000000005E-06, 2.5956, 3.6480000000000005E-06, 1.9000000000000002E-13, 
DataValue, 0.63, 3, 7.4000000000000008E-13, 3.5889000000000005E-06, 2.6012000000000004, 3.5889000000000005E-06, 7.4000000000000008E-13, 
DataValue, 0.66, 3, 1.3E-13, 3.5574000000000004E-06, 2.6028000000000002, 3.5574000000000004E-06, 1.3E-13, 
DataValue, 0.69000000000000006, 3, -6.0000000000000009E-14, 3.5098000000000003E-06, 2.6076, 3.5098000000000003E-06, 6.0000000000000009E-14, 
DataValue, 0.72, 3, 2.1000000000000001E-13, 3.4791000000000003E-06, 2.6088, 3.4791000000000003E-06, 2.1000000000000001E-13, 
DataValue, 0.75, 3, 7.4000000000000008E-13, 3.4416000000000002E-06, 2.6112, 3.4416000000000002E-06, 7.4000000000000008E-13, 
DataValue, 0.78, 3, -9.0000000000000008E-14, 3.3981000000000006E-06, 2.6124, 3.3981000000000006E-06, 9.0000000000000008E-14, 
DataValue, 0.81, 3, 5.4E-13, 3.4217E-06, 2.6100000000000003, 3.4217E-06, 5.4E-13, 
DataValue, 0.84, 3, 7.5E-13, 3.3879E-06, 2.6140000000000003, 3.3879E-06, 7.5E-13, 
DataValue, 0.87, 3, 3.0000000000000003E-13, 3.4065000000000003E-06, 2.6100000000000003, 3.4065000000000003E-06, 3.0000000000000003E-13, 
DataValue, 0.9, 3, 1.7E-13, 3.385E-06, 2.6112, 3.385E-06, 1.7E-13, 
DataValue, 0.93, 3, 2.4000000000000004E-13, 3.4063000000000003E-06, 2.6112, 3.4063000000000003E-06, 2.4000000000000004E-13, 
DataValue, 0.96, 3, 2.5E-13, 3.4170000000000005E-06, 2.6084, 3.4170000000000005E-06, 2.5E-13, 
DataValue, 0.99, 3, 1.4E-13, 3.4159E-06, 2.6068000000000002, 3.4159E-06, 1.4E-13, 
DataValue, 1.02, 3, 4.8000000000000008E-13, 3.4242E-06, 2.6036, 3.4242E-06, 4.8000000000000008E-13, 
DataValue, 1.05, 3, 6.2000000000000008E-13, 3.4529000000000004E-06, 2.5984000000000003, 3.4529000000000004E-06, 6.2000000000000008E-13, 
DataValue, 1.08, 3, 1.5000000000000002E-13, 3.5181000000000002E-06, 2.5944000000000003, 3.5181000000000002E-06, 1.5000000000000002E-13, 
DataValue, 1.11, 3, 3.5E-13, 3.5425000000000004E-06, 2.5912, 3.5425000000000004E-06, 3.5E-13, 
DataValue, 1.1400000000000001, 3, -7E-14, 3.5905E-06, 2.5856000000000003, 3.5905E-06, 7E-14, 
DataValue, 1.17, 3, 3.3E-13, 3.6305000000000002E-06, 2.5796, 3.6305000000000002E-06, 3.3E-13, 
DataValue, 1.2, 3, -1.0000000000000002E-14, 3.6744000000000003E-06, 2.5748, 3.6744000000000003E-06, 1.0000000000000002E-14, 
DataValue, 1.23, 3, 2.7E-13, 3.7216000000000005E-06, 2.5664000000000002, 3.7216000000000005E-06, 2.7E-13, 
DataValue, 1.26, 3, 6.6E-13, 3.7637000000000005E-06, 2.5612000000000004, 3.7637000000000005E-06, 6.6E-13, 
DataValue, 1.29, 3, 4.8000000000000008E-13, 3.8413E-06, 2.5488000000000004, 3.8413E-06, 4.8000000000000008E-13, 
DataValue, 1.32, 3, -7.4000000000000008E-13, 3.8632000000000006E-06, 2.5428, 3.8632000000000006E-06, 7.4000000000000008E-13, 
DataValue, 1.35, 3, 5.9E-13, 3.938E-06, 2.5296000000000003, 3.938E-06, 5.9E-13, 
DataValue, 1.3800000000000001, 3, 5.1E-13, 4.0290000000000007E-06, 2.5196, 4.0290000000000007E-06, 5.1E-13, 
DataValue, 1.41, 3, -3.4E-13, 4.0984000000000004E-06, 2.5060000000000002, 4.0984000000000004E-06, 3.4E-13, 
DataValue, 1.44, 3, 4.2000000000000003E-13, 4.1522000000000007E-06, 2.4904, 4.1522000000000007E-06, 4.2000000000000003E-13, 
DataValue, 1.47, 3, 1.8000000000000002E-13, 4.2534000000000006E-06, 2.4704, 4.2534000000000006E-06, 1.8000000000000002E-13, 
DataValue, 1.5, 3, 1.8000000000000002E-13, 4.3222000000000007E-06, 2.4508, 4.3222000000000007E-06, 1.8000000000000002E-13, 
DataValue, 1.53, 3, -2.2000000000000002E-13, 4.4023E-06, 2.4232, 4.4023E-06, 2.2000000000000002E-13, 
DataValue, 1.56, 3, 6.6E-13, 4.4303000000000006E-06, 2.398, 4.4303000000000006E-06, 6.6E-13, 
DataValue, 1.59, 3, 4.9E-13, 4.4368000000000004E-06, 2.37, 4.4368000000000004E-06, 4.9E-13, 
DataValue, 1.62, 3, 4.9E-13, 4.5178E-06, 2.3084000000000002, 4.5178E-06, 4.9E-13, 
DataValue, 1.6500000000000001, 3, -2.0500000000000004E-12, 4.5422E-06, 2.2656, 4.5422E-06, 2.0500000000000004E-12, 
DataValue, 1.68, 3, -2.08E-12, 4.5423000000000005E-06, 2.2092, 4.5423000000000005E-06, 2.08E-12, 
DataValue, 1.71, 3, 9.0000000000000008E-14, 4.6036E-06, 2.1476, 4.6036E-06, 9.0000000000000008E-14, 
DataValue, 1.74, 3, -4.1E-13, 4.6283E-06, 2.0928, 4.6283E-06, 4.1E-13, 
DataValue, 1.77, 3, -2.23E-12, 4.6632000000000005E-06, 2.0452000000000004, 4.6632000000000005E-06, 2.23E-12, 
DataValue, 1.8, 3, 9.5E-13, 4.6679000000000007E-06, 1.98836, 4.6679000000000007E-06, 9.5E-13, 
DataValue, 1.83, 3, -2.39E-12, 4.6722000000000008E-06, 1.9323599999999999, 4.6722000000000008E-06, 2.39E-12, 
DataValue, 1.86, 3, 3.8000000000000005E-13, 4.7006E-06, 1.8808399999999999, 4.7006E-06, 3.8000000000000005E-13, 
DataValue, 1.8900000000000001, 3, 4.6900000000000004E-12, 4.7281000000000005E-06, 1.83948, 4.7281000000000005E-06, 4.6900000000000004E-12, 
DataValue, 1.92, 3, 1.26E-12, 4.7696000000000009E-06, 1.80084, 4.7696000000000009E-06, 1.26E-12, 
DataValue, 1.95, 3, 1.9400000000000002E-12, 4.8090000000000009E-06, 1.7668, 4.8090000000000009E-06, 1.9400000000000002E-12, 
DataValue, 1.98, 3, 2.6500000000000002E-12, 4.8583000000000006E-06, 1.73692, 4.8583000000000006E-06, 2.6500000000000002E-12, 
DataValue, 2.0100000000000002, 3, -7.100000000000001E-13, 4.913E-06, 1.71508, 4.913E-06, 7.100000000000001E-13, 
DataValue, 2.04, 3, 3.3E-12, 5.0112E-06, 1.68464, 5.0112E-06, 3.3E-12, 
DataValue, 2.07, 3, 1.6700000000000002E-12, 5.0696000000000006E-06, 1.67196, 5.0696000000000006E-06, 1.6700000000000002E-12, 
DataValue, 2.1, 3, 1.8900000000000002E-12, 5.1575E-06, 1.655, 5.1575E-06, 1.8900000000000002E-12, 
DataValue, 2.13, 3, -6.5000000000000006E-13, 5.2327000000000007E-06, 1.65408, 5.2327000000000007E-06, 6.5000000000000006E-13, 
